date,tavg,prcp,tsun,is_holiday,SKU,sale_percent,month,day_of_week,mmdd,price_per_unit,qty_pred
2025-11-24,4.1,5.8,0.0,False,sw10038,0.2,11,0,11-24,37.84283333333333,0.019263841331651477
2025-11-24,4.1,5.8,0.0,False,sw100381,0.2,11,0,11-24,49.36,0.006218850538222105
2025-11-24,4.1,5.8,0.0,False,sw100382,0.2,11,0,11-24,57.034000000000006,0.010622835766222942
2025-11-24,4.1,5.8,0.0,False,sz11011,0.0,11,0,11-24,67.858,0.015474223677626488
2025-11-24,4.1,5.8,0.0,False,sz11012,0.0,11,0,11-24,57.985,0.003104766437593751
2025-11-24,4.1,5.8,0.0,False,sz11021,0.0,11,0,11-24,60.715,0.0028498785805039367
2025-11-24,4.1,5.8,0.0,False,sz11022,0.0,11,0,11-24,56.534375,0.02226956678937716
2025-11-24,4.1,5.8,0.0,False,sz11031,0.0,11,0,11-24,71.43,0.007189862724867627
2025-11-24,4.1,5.8,0.0,False,sz11032,0.0,11,0,11-24,39.431875,0.0156186894502614
2025-11-24,4.1,5.8,0.0,False,sz1103sf,0.0,11,0,11-24,72.89900738150737,0.4522947787423039
2025-11-24,4.1,5.8,0.0,False,sz21011,0.0,11,0,11-24,74.79,0.004246156515882272
2025-11-24,4.1,5.8,0.0,False,sz21012,0.0,11,0,11-24,74.37541666666668,0.015339161653432512
2025-11-24,4.1,5.8,0.0,False,sz21022,0.0,11,0,11-24,59.83,0.0031382070196560824
2025-11-24,4.1,5.8,0.0,False,sz21031,0.0,11,0,11-24,108.12055555555555,0.010965986618342374
2025-11-24,4.1,5.8,0.0,False,sz21032,0.0,11,0,11-24,74.79,0.00909690486702825
2025-11-25,3.6,7.1,17.0,False,9101dx,0.2,11,1,11-25,1295.2285826771654,0.15369557585849347
2025-11-25,3.6,7.1,17.0,False,9101fz,0.2,11,1,11-25,1119.5475,0.07725773067382355
2025-11-25,3.6,7.1,17.0,False,9101sf,0.2,11,1,11-25,1468.4381481481482,0.04222760569306668
2025-11-25,3.6,7.1,17.0,False,9101ub,0.2,11,1,11-25,864.65,0.3379125492469812
2025-11-25,3.6,7.1,17.0,False,9102dx,0.2,11,1,11-25,1937.4365482233504,0.27833593137220475
2025-11-25,3.6,7.1,17.0,False,9102fz,0.2,11,1,11-25,1708.838735632184,0.10637212127595812
2025-11-25,3.6,7.1,17.0,False,9102sf,0.2,11,1,11-25,2203.2852222222223,0.06384341789609378
2025-11-25,3.6,7.1,17.0,False,9102ub,0.2,11,1,11-25,1304.9338628158844,0.3819766507634052
2025-11-25,3.6,7.1,17.0,False,9103dx,0.2,11,1,11-25,2501.819825581395,0.21926285527452333
2025-11-25,3.6,7.1,17.0,False,9103fz,0.2,11,1,11-25,2178.157659574468,0.0699784457270746
2025-11-25,3.6,7.1,17.0,False,9103sf,0.2,11,1,11-25,2809.242058823529,0.04313512829222684
2025-11-25,3.6,7.1,17.0,False,9103ub,0.2,11,1,11-25,1674.7575609756095,0.31465400042102576
2025-11-25,3.6,7.1,17.0,False,9104dx,0.2,11,1,11-25,4840.028333333333,0.040702118501341505
2025-11-25,3.6,7.1,17.0,False,9104fz,0.2,11,1,11-25,4094.931428571429,0.01007511552353181
2025-11-25,3.6,7.1,17.0,False,9104sf,0.2,11,1,11-25,6243.613076923077,0.019805388157561866
2025-11-25,3.6,7.1,17.0,False,9104ub,0.2,11,1,11-25,3246.7135483870966,0.04067077037204707
2025-11-25,3.6,7.1,17.0,False,9105dx,0.2,11,1,11-25,3271.264,0.015640968374060704
2025-11-25,3.6,7.1,17.0,False,9105fz,0.2,11,1,11-25,2779.6885714285713,0.010088261971930895
2025-11-25,3.6,7.1,17.0,False,9105sf,0.2,11,1,11-25,4062.1066666666666,0.004563848653656416
2025-11-25,3.6,7.1,17.0,False,9105ub,0.2,11,1,11-25,2083.0727777777774,0.02737817987757179
2025-11-25,3.6,7.1,17.0,False,9106dx,0.2,11,1,11-25,2254.303,0.01359550021698056
2025-11-25,3.6,7.1,17.0,False,9106sf,0.2,11,1,11-25,3578.51,0.0014561925844691433
2025-11-25,3.6,7.1,17.0,False,9106ub,0.2,11,1,11-25,1661.745,0.011483475698943391
2025-11-25,3.6,7.1,17.0,False,9107dx,0.2,11,1,11-25,2876.0109523809524,0.028991568543034286
